,score_x,qubits_4_layer_1,qubits_4_layer_2,qubits_4_layer_3,qubits_4_layer_4,qubits_4_layer_5,qubits_4_layer_6,qubits_4_layer_7,qubits_4_layer_8,qubits_4_layer_9,qubits_4_layer_10,qubits_4_layer_11,qubits_4_layer_12,qubits_4_layer_13,qubits_4_layer_14,qubits_4_layer_15,qubits_3_layer_1,qubits_3_layer_2,qubits_3_layer_3,qubits_3_layer_4,qubits_3_layer_5,qubits_3_layer_6,qubits_3_layer_7,qubits_3_layer_8,qubits_3_layer_9,qubits_3_layer_10,qubits_3_layer_11,qubits_3_layer_12,qubits_3_layer_13,qubits_3_layer_14,qubits_3_layer_15,qubits_3_layer_16,qubits_3_layer_17,qubits_5_layer_1,qubits_5_layer_2,qubits_5_layer_3,qubits_5_layer_4,qubits_5_layer_5,qubits_5_layer_6,qubits_5_layer_7,qubits_5_layer_8,qubits_5_layer_9
106,0.53,1.0,0.9915,0.9801,0.9734,0.9632,0.9531,0.9348,0.9236,0.8947,0.8676,0.8395,0.8106,0.7744,0.7379,0.7055,0.9784,0.8682,0.7217,0.5696,0.4322,0.3199,0.24,0.1761,0.1361,0.0907,0.0649,0.0449,0.036,0.025,0.0204,0.0156,0.012,0.9976999999999996,0.9954999999999998,0.9969999999999996,0.9984999999999996,0.9986999999999996,0.9997999999999996,0.9998999999999996,0.9999,0.9999999999999992
107,0.535,1.0,0.9928,0.9809,0.9758,0.965,0.9562,0.9394,0.9295,0.9016,0.8749,0.8475,0.8198,0.7857,0.7465,0.7157,0.9811,0.8735,0.7333,0.5805,0.4428,0.332,0.2492,0.183,0.144,0.0956,0.0676,0.0478,0.0379,0.0263,0.0213,0.0164,0.0126,0.9983999999999996,0.9956999999999998,0.9972999999999996,0.9984999999999996,0.9988999999999996,0.9997999999999996,0.9998999999999996,0.9999,0.9999999999999992
108,0.54,1.0,0.9937,0.9822,0.9771,0.9675,0.9591,0.9436,0.9344,0.9063,0.8816,0.8554,0.8292,0.7955,0.7563,0.7258,0.9842,0.8793,0.7435,0.5906,0.453,0.3413,0.258,0.1903,0.1502,0.0994,0.0705,0.0512,0.0401,0.0279,0.0227,0.0177,0.013,0.9987999999999996,0.9964999999999998,0.9976999999999996,0.9986999999999996,0.9988999999999996,0.9998999999999996,0.9998999999999996,0.9999,0.9999999999999992
109,0.545,1.0,0.9946,0.9835,0.979,0.9701,0.9629,0.9486,0.9395,0.9125,0.8895,0.8644,0.8378,0.8055,0.7696,0.7376,0.9871,0.8842,0.7536,0.6035,0.4676,0.3527,0.2679,0.201,0.1583,0.1051,0.0751,0.0541,0.0426,0.0304,0.0245,0.0186,0.0141,0.9992999999999996,0.9969999999999998,0.9978999999999996,0.9987999999999996,0.9988999999999996,0.9999999999999996,0.9998999999999996,0.9999,0.9999999999999992
110,0.55,1.0,0.995,0.9847,0.9802,0.9723,0.9656,0.9522,0.9444,0.9188,0.8979,0.8717,0.8453,0.815,0.7789,0.7462,0.9896,0.8895,0.7621,0.6143,0.4794,0.3635,0.2774,0.2097,0.1657,0.1105,0.0787,0.0571,0.0454,0.0315,0.0262,0.0203,0.0149,0.9994999999999996,0.9973999999999996,0.9981999999999996,0.9989999999999994,0.9989999999999996,0.9999999999999996,0.9998999999999996,0.9999,0.9999999999999992
111,0.555,1.0,0.9955,0.9856,0.9819,0.9742,0.9684,0.9549,0.9477,0.9245,0.9042,0.8792,0.8535,0.8236,0.7881,0.7568,0.9922,0.8944,0.7699,0.6251,0.4914,0.3745,0.2859,0.2181,0.1729,0.1171,0.0825,0.0604,0.0489,0.0335,0.0277,0.0214,0.0156,0.9996999999999996,0.9974999999999996,0.9983999999999996,0.9990999999999994,0.9990999999999997,0.9999999999999996,0.9998999999999996,0.9999,0.9999999999999992
112,0.56,1.0,0.9958,0.9872,0.9838,0.9762,0.9699,0.9579,0.9514,0.9298,0.9101,0.8852,0.8609,0.8353,0.7973,0.7676,0.994,0.8991,0.7782,0.6339,0.5059,0.3856,0.2959,0.2267,0.179,0.1216,0.0871,0.0641,0.0514,0.0355,0.0289,0.0225,0.0166,0.9997999999999996,0.9975999999999996,0.9984999999999996,0.9990999999999994,0.9991999999999996,0.9999999999999996,0.9998999999999996,1.0,0.9999999999999992
113,0.565,1.0,0.9962,0.9885,0.985,0.9782,0.9722,0.9607,0.9555,0.9339,0.915,0.8934,0.8687,0.843,0.8058,0.7771,0.9961,0.9026,0.7871,0.6444,0.5176,0.3958,0.305,0.2363,0.1857,0.1275,0.0923,0.0678,0.0546,0.0381,0.0306,0.0234,0.0176,0.9998999999999996,0.9979999999999996,0.9986999999999996,0.9990999999999994,0.9991999999999996,0.9999999999999996,0.9998999999999996,1.0,0.9999999999999992
114,0.57,1.0,0.9967,0.9902,0.9859,0.9801,0.9744,0.963,0.9593,0.9377,0.9207,0.8997,0.8756,0.8506,0.8133,0.7841,0.9976,0.9083,0.795,0.6554,0.5285,0.4067,0.3148,0.2456,0.1937,0.1332,0.0961,0.0706,0.0574,0.0403,0.0318,0.0252,0.0188,0.9999999999999996,0.9980999999999997,0.9988999999999996,0.9991999999999994,0.9992999999999996,0.9999999999999996,0.9998999999999996,1.0,0.9999999999999992
115,0.575,1.0,0.9972,0.9914,0.9872,0.9818,0.9762,0.9661,0.9633,0.9413,0.9245,0.9046,0.8825,0.8581,0.823,0.7949,0.9986,0.9119,0.8026,0.6659,0.539,0.4184,0.3271,0.2534,0.2003,0.1399,0.101,0.0738,0.0607,0.0424,0.033,0.0274,0.0195,0.9999999999999996,0.9981999999999996,0.9989999999999994,0.9991999999999994,0.9994999999999996,0.9999999999999996,0.9998999999999996,1.0,0.9999999999999992
116,0.58,1.0,0.9973,0.9924,0.9883,0.983,0.9783,0.9692,0.9661,0.9461,0.9288,0.9106,0.8886,0.8666,0.8314,0.8019,0.999,0.9163,0.8111,0.6758,0.5512,0.4283,0.3368,0.2635,0.2082,0.1476,0.106,0.0781,0.0643,0.0447,0.0358,0.0284,0.0201,0.9999999999999996,0.9981999999999996,0.9991999999999994,0.9991999999999994,0.9994999999999996,0.9999999999999996,0.9998999999999996,1.0,0.9999999999999992
117,0.585,1.0,0.9977,0.9932,0.9895,0.9851,0.9798,0.9716,0.9687,0.9507,0.9339,0.9176,0.898,0.8749,0.8397,0.8114,0.9998,0.921,0.8199,0.6892,0.5668,0.4435,0.3508,0.2751,0.217,0.1556,0.1121,0.0833,0.0694,0.0478,0.0383,0.03,0.0214,0.9999999999999996,0.9985999999999996,0.9991999999999994,0.9992999999999994,0.9994999999999996,0.9999999999999996,0.9998999999999996,1.0,0.9999999999999992
118,0.59,1.0,0.9981,0.9936,0.9911,0.9862,0.9814,0.9735,0.9713,0.9534,0.9373,0.9224,0.9027,0.8813,0.8495,0.8193,0.9999,0.9243,0.8282,0.6977,0.5795,0.4546,0.362,0.284,0.2253,0.1628,0.1162,0.0884,0.0731,0.0512,0.041,0.0325,0.0235,0.9999999999999996,0.9988999999999996,0.9991999999999994,0.9992999999999994,0.9995999999999996,0.9999999999999996,0.9998999999999996,1.0,0.9999999999999992
119,0.595,1.0,0.9982,0.994,0.9916,0.9875,0.9836,0.9758,0.9739,0.9559,0.9417,0.927,0.9085,0.8877,0.8572,0.8283,1.0,0.9283,0.8365,0.7074,0.5913,0.4664,0.3729,0.2915,0.2343,0.169,0.1212,0.0944,0.0765,0.0535,0.0435,0.0343,0.0256,0.9999999999999996,0.9989999999999996,0.9991999999999994,0.9993999999999994,0.9995999999999996,0.9999999999999996,0.9998999999999996,1.0,0.9999999999999992
120,0.6,1.0,0.9986,0.9944,0.9923,0.9884,0.9846,0.978,0.9756,0.9592,0.9452,0.9315,0.9138,0.8935,0.8652,0.8378,1.0,0.9313,0.8428,0.7169,0.604,0.4766,0.3846,0.3016,0.2425,0.178,0.1278,0.0987,0.0802,0.0566,0.047,0.037,0.0276,0.9999999999999996,0.9989999999999996,0.9992999999999994,0.9993999999999994,0.9996999999999996,0.9999999999999996,0.9998999999999996,1.0,0.9999999999999992
121,0.605,1.0,0.9987,0.9947,0.993,0.9886,0.986,0.98,0.9784,0.9623,0.949,0.9358,0.9189,0.8989,0.8722,0.8475,1.0,0.9335,0.8492,0.7279,0.6135,0.4892,0.3948,0.3103,0.2518,0.1853,0.134,0.1029,0.0842,0.0595,0.0491,0.0391,0.0296,0.9999999999999996,0.9989999999999996,0.9992999999999994,0.9994999999999994,0.9998999999999996,0.9999999999999996,0.9998999999999996,1.0,0.9999999999999992
122,0.61,1.0,0.9988,0.9951,0.9936,0.9894,0.9872,0.9817,0.979,0.9643,0.9527,0.9409,0.9245,0.9042,0.8788,0.8562,1.0,0.9367,0.8558,0.7379,0.6246,0.5025,0.4061,0.3227,0.2607,0.1944,0.1405,0.1091,0.0881,0.0628,0.0515,0.0414,0.0315,0.9999999999999996,0.9992999999999996,0.9992999999999994,0.9995999999999994,0.9998999999999996,0.9999999999999996,0.9998999999999996,1.0,0.9999999999999992
123,0.615,1.0,0.9989,0.9954,0.9939,0.9901,0.9885,0.9833,0.9804,0.9672,0.9559,0.9455,0.9294,0.909,0.8856,0.8638,1.0,0.9405,0.8639,0.7473,0.6354,0.515,0.4189,0.3336,0.2698,0.2024,0.1472,0.1137,0.0914,0.0662,0.0538,0.0436,0.0336,0.9999999999999996,0.9993999999999996,0.9993999999999994,0.9995999999999994,0.9998999999999996,0.9999999999999996,0.9998999999999996,1.0,0.9999999999999992
124,0.62,1.0,0.999,0.9955,0.9944,0.9911,0.9897,0.9841,0.9816,0.969,0.9585,0.9501,0.9337,0.915,0.8912,0.8712,1.0,0.9437,0.8707,0.7565,0.6456,0.5274,0.4298,0.3441,0.2797,0.2104,0.1539,0.119,0.0963,0.071,0.0572,0.0458,0.036,0.9999999999999996,0.9994999999999996,0.9994999999999994,0.9996999999999994,0.9998999999999996,0.9999999999999996,0.9998999999999996,1.0,0.9999999999999992
125,0.625,1.0,0.9991,0.9956,0.9948,0.992,0.9903,0.9853,0.983,0.9711,0.9616,0.9538,0.9387,0.9204,0.8983,0.88,1.0,0.9472,0.8766,0.7659,0.6571,0.5388,0.4418,0.3555,0.2879,0.2186,0.1608,0.1249,0.1012,0.0756,0.0601,0.0493,0.0391,0.9999999999999996,0.9995999999999996,0.9994999999999994,0.9996999999999994,0.9998999999999996,0.9999999999999996,0.9998999999999996,1.0,0.9999999999999992
126,0.63,1.0,0.9992,0.996,0.9957,0.993,0.9914,0.9867,0.9849,0.9745,0.9655,0.9574,0.9449,0.9284,0.9074,0.8886,1.0,0.95,0.8831,0.7765,0.6696,0.5546,0.458,0.3692,0.2999,0.2285,0.1705,0.1324,0.108,0.082,0.0642,0.0533,0.0419,0.9999999999999996,0.9995999999999996,0.9994999999999994,0.9996999999999994,0.9998999999999996,0.9999999999999996,0.9998999999999996,1.0,0.9999999999999992
127,0.635,1.0,0.9994,0.9963,0.9965,0.9937,0.9921,0.9882,0.986,0.976,0.968,0.9612,0.9494,0.9334,0.9126,0.8946,1.0,0.9524,0.8882,0.7858,0.6813,0.5674,0.4709,0.382,0.3099,0.238,0.1784,0.1379,0.1129,0.0862,0.0687,0.0559,0.0447,0.9999999999999996,0.9998999999999996,0.9994999999999994,0.9996999999999994,0.9998999999999996,0.9999999999999996,0.9998999999999996,1.0,0.9999999999999992
128,0.64,1.0,0.9995,0.9968,0.9973,0.994,0.9927,0.9889,0.9872,0.9774,0.9705,0.9635,0.9529,0.9379,0.919,0.9024,1.0,0.9547,0.8936,0.7942,0.6926,0.5796,0.4834,0.3927,0.3213,0.2495,0.1875,0.1443,0.1193,0.0919,0.0726,0.0605,0.0474,0.9999999999999996,0.9998999999999996,0.9994999999999994,0.9997999999999994,0.9998999999999996,0.9999999999999996,0.9998999999999996,1.0,0.9999999999999992
129,0.645,1.0,0.9997,0.9973,0.9975,0.9944,0.9932,0.9898,0.988,0.9793,0.9732,0.9673,0.9568,0.943,0.925,0.9088,1.0,0.9579,0.8994,0.8021,0.7041,0.593,0.4961,0.4045,0.331,0.2588,0.1974,0.1514,0.1251,0.0969,0.0782,0.0632,0.0501,0.9999999999999996,0.9998999999999996,0.9995999999999994,0.9997999999999994,0.9998999999999996,0.9999999999999996,0.9998999999999996,1.0,0.9999999999999992
130,0.65,1.0,0.9998,0.9976,0.9978,0.9948,0.994,0.9905,0.9891,0.9816,0.9755,0.9699,0.9601,0.9466,0.9307,0.9148,1.0,0.9604,0.9038,0.8097,0.7147,0.6048,0.5113,0.4161,0.3405,0.2677,0.2072,0.1586,0.1311,0.102,0.0824,0.0667,0.0524,0.9999999999999996,0.9998999999999996,0.9996999999999994,0.9998999999999992,0.9998999999999996,0.9999999999999996,0.9998999999999996,1.0,0.9999999999999992
131,0.655,1.0,0.9998,0.9979,0.998,0.9954,0.9943,0.9908,0.99,0.9836,0.9779,0.9726,0.9626,0.9507,0.9375,0.9211,1.0,0.9619,0.9086,0.8172,0.7251,0.6175,0.5237,0.4277,0.3527,0.2785,0.2154,0.1676,0.138,0.1087,0.0872,0.0711,0.0554,0.9999999999999996,0.9998999999999996,0.9996999999999994,0.9998999999999992,0.9998999999999996,0.9999999999999996,0.9998999999999996,1.0,0.9999999999999992
132,0.66,1.0,1.0,0.9982,0.9981,0.9958,0.995,0.9923,0.9912,0.9859,0.9798,0.9748,0.9656,0.9534,0.9416,0.9258,1.0,0.9645,0.9137,0.8243,0.7342,0.6319,0.5376,0.4393,0.3636,0.2887,0.2236,0.175,0.1465,0.1143,0.092,0.0747,0.0585,0.9999999999999996,0.9998999999999996,0.9997999999999994,0.9999999999999992,0.9998999999999996,0.9999999999999996,0.9999999999999996,1.0,0.9999999999999992
133,0.665,1.0,1.0,0.9982,0.9981,0.9964,0.9955,0.9932,0.9924,0.9869,0.9809,0.9771,0.9684,0.9567,0.9454,0.9307,1.0,0.9672,0.9189,0.8312,0.7469,0.6447,0.5495,0.4511,0.3748,0.2984,0.2328,0.183,0.1535,0.1207,0.0972,0.0793,0.0619,0.9999999999999996,0.9998999999999996,0.9998999999999992,0.9999999999999992,0.9998999999999996,0.9999999999999996,0.9999999999999996,1.0,0.9999999999999992
134,0.67,1.0,1.0,0.9986,0.9983,0.9967,0.9962,0.9941,0.993,0.9887,0.9831,0.9794,0.9712,0.9598,0.9511,0.9371,1.0,0.9697,0.9232,0.839,0.7584,0.6589,0.5625,0.4686,0.3865,0.3105,0.244,0.191,0.1622,0.1279,0.1031,0.0844,0.0653,0.9999999999999996,0.9998999999999996,0.9998999999999992,0.9999999999999992,0.9998999999999996,0.9999999999999996,0.9999999999999996,1.0,0.9999999999999992
135,0.675,1.0,1.0,0.9991,0.9986,0.9974,0.9967,0.9947,0.9938,0.9904,0.985,0.9805,0.9737,0.9626,0.955,0.9416,1.0,0.9724,0.9274,0.8464,0.77,0.6716,0.5763,0.4809,0.4001,0.321,0.256,0.2006,0.171,0.1343,0.1085,0.0883,0.069,0.9999999999999996,0.9998999999999996,0.9998999999999992,0.9999999999999992,0.9998999999999996,0.9999999999999996,0.9999999999999996,1.0,0.9999999999999992
136,0.68,1.0,1.0,0.9993,0.9988,0.9978,0.9969,0.9955,0.9943,0.9909,0.9866,0.9822,0.9765,0.9651,0.9593,0.9458,1.0,0.9743,0.9321,0.8549,0.7812,0.6823,0.5914,0.495,0.4126,0.3338,0.2666,0.2114,0.1793,0.1405,0.1143,0.0938,0.0725,0.9999999999999996,0.9998999999999996,0.9998999999999992,0.9999999999999992,0.9998999999999996,0.9999999999999996,0.9999999999999996,1.0,0.9999999999999992
137,0.685,1.0,1.0,0.9994,0.9988,0.998,0.9971,0.9963,0.9951,0.9914,0.9883,0.9835,0.979,0.9683,0.964,0.95,1.0,0.9756,0.935,0.8614,0.7897,0.6942,0.6051,0.5088,0.4256,0.345,0.2782,0.222,0.1893,0.1484,0.1228,0.0984,0.0764,0.9999999999999996,0.9998999999999996,0.9998999999999992,0.9999999999999992,0.9998999999999996,0.9999999999999996,0.9999999999999996,1.0,0.9999999999999992
138,0.69,1.0,1.0,0.9995,0.9991,0.9982,0.9971,0.9966,0.9957,0.9923,0.9895,0.9855,0.9814,0.9709,0.9674,0.9551,1.0,0.9766,0.9395,0.8685,0.7983,0.7074,0.6185,0.5232,0.4387,0.3582,0.2889,0.2341,0.1968,0.1567,0.1283,0.1042,0.0814,0.9999999999999996,0.9998999999999996,0.9998999999999992,0.9999999999999992,0.9998999999999996,0.9999999999999996,0.9999999999999996,1.0,0.9999999999999992
139,0.695,1.0,1.0,0.9995,0.9992,0.9984,0.9975,0.9969,0.9964,0.9932,0.9904,0.987,0.9841,0.974,0.9697,0.9582,1.0,0.9777,0.9428,0.8774,0.8066,0.7183,0.6304,0.5359,0.4517,0.3691,0.3001,0.2464,0.2052,0.1647,0.1348,0.11,0.0874,0.9999999999999996,0.9998999999999996,0.9998999999999992,0.9999999999999992,0.9998999999999996,0.9999999999999996,0.9999999999999996,1.0,0.9999999999999992
140,0.7,1.0,1.0,0.9996,0.9992,0.9988,0.9976,0.9969,0.9972,0.9943,0.9917,0.9885,0.9858,0.9761,0.972,0.9617,1.0,0.9787,0.9461,0.8844,0.8159,0.7286,0.6454,0.5499,0.4641,0.3813,0.3141,0.2567,0.215,0.1728,0.1418,0.1159,0.093,0.9999999999999996,0.9998999999999996,0.9998999999999992,0.9999999999999992,0.9998999999999996,0.9999999999999996,0.9999999999999996,1.0,0.9999999999999992
141,0.705,1.0,1.0,0.9997,0.9994,0.999,0.9977,0.9971,0.9973,0.9948,0.9927,0.9895,0.9868,0.9789,0.9756,0.9654,1.0,0.98,0.9489,0.8902,0.8245,0.7405,0.6579,0.5657,0.4785,0.3955,0.3278,0.267,0.2234,0.1804,0.1493,0.1221,0.0978,0.9999999999999996,0.9998999999999996,0.9998999999999992,0.9999999999999992,0.9998999999999996,0.9999999999999996,0.9999999999999996,1.0,0.9999999999999992
142,0.71,1.0,1.0,0.9997,0.9995,0.999,0.9985,0.9976,0.9977,0.9954,0.9939,0.9908,0.9882,0.9811,0.9785,0.969,1.0,0.9817,0.9538,0.8987,0.8351,0.7555,0.6744,0.5796,0.4945,0.4101,0.3425,0.2801,0.2365,0.1919,0.1588,0.1304,0.1042,0.9999999999999996,0.9998999999999996,0.9998999999999992,0.9999999999999992,0.9998999999999996,0.9999999999999996,0.9999999999999996,1.0,0.9999999999999992
143,0.715,1.0,1.0,0.9997,0.9995,0.9992,0.9988,0.9982,0.9979,0.9962,0.9945,0.9919,0.9899,0.9827,0.9805,0.9718,1.0,0.9835,0.9571,0.9046,0.8429,0.7641,0.6873,0.5925,0.5082,0.4259,0.3553,0.292,0.2485,0.2004,0.1675,0.1387,0.1104,0.9999999999999996,0.9998999999999996,0.9998999999999992,0.9999999999999992,0.9998999999999996,0.9999999999999996,0.9999999999999996,1.0,0.9999999999999992
144,0.72,1.0,1.0,0.9997,0.9995,0.9992,0.9989,0.9986,0.998,0.9966,0.9953,0.9928,0.9913,0.9849,0.9826,0.974,1.0,0.985,0.9597,0.9099,0.8506,0.7747,0.6973,0.6078,0.523,0.4395,0.3672,0.3034,0.2579,0.2109,0.1759,0.1458,0.1153,0.9999999999999996,0.9998999999999996,0.9998999999999992,0.9999999999999992,0.9998999999999996,0.9999999999999996,0.9999999999999996,1.0,0.9999999999999992
145,0.725,1.0,1.0,0.9998,0.9997,0.9993,0.999,0.9988,0.9983,0.9972,0.9959,0.9939,0.9922,0.9861,0.9843,0.9758,1.0,0.9861,0.9626,0.9165,0.8572,0.7852,0.7092,0.6191,0.5357,0.4548,0.3804,0.3165,0.2694,0.2204,0.1844,0.1538,0.1219,0.9999999999999996,0.9998999999999996,0.9998999999999992,0.9999999999999992,0.9998999999999996,0.9999999999999996,0.9999999999999996,1.0,0.9999999999999992
146,0.73,1.0,1.0,0.9998,0.9997,0.9993,0.9991,0.9988,0.9986,0.9978,0.9965,0.9946,0.9928,0.9877,0.9862,0.9787,1.0,0.9869,0.9664,0.9209,0.8656,0.7953,0.7218,0.6324,0.5497,0.4686,0.3956,0.3298,0.2816,0.2303,0.1937,0.1633,0.1282,0.9999999999999996,0.9998999999999996,0.9998999999999992,0.9999999999999992,0.9998999999999996,0.9999999999999996,0.9999999999999996,1.0,0.9999999999999992
147,0.735,1.0,1.0,0.9998,0.9998,0.9995,0.9992,0.9991,0.9986,0.9978,0.9967,0.9952,0.9938,0.9893,0.9878,0.9807,1.0,0.9881,0.9697,0.9258,0.8738,0.805,0.7342,0.6466,0.562,0.4831,0.4098,0.343,0.2966,0.2407,0.2022,0.1727,0.1369,0.9999999999999996,0.9998999999999996,0.9998999999999992,0.9999999999999992,0.9998999999999996,0.9999999999999996,0.9999999999999996,1.0,0.9999999999999992
148,0.74,1.0,1.0,0.9999,0.9998,0.9997,0.9993,0.9992,0.9989,0.9982,0.9968,0.9957,0.9946,0.9906,0.9894,0.9825,1.0,0.9888,0.972,0.9301,0.8824,0.8157,0.747,0.6608,0.5794,0.4961,0.4229,0.3579,0.3105,0.2513,0.2114,0.182,0.1458,0.9999999999999996,0.9998999999999996,0.9998999999999992,0.9999999999999992,0.9998999999999996,0.9999999999999996,0.9999999999999996,1.0,0.9999999999999992
149,0.745,1.0,1.0,0.9999,0.9998,0.9997,0.9996,0.9993,0.999,0.9986,0.9972,0.9959,0.9952,0.9917,0.9904,0.9841,1.0,0.9897,0.9741,0.9348,0.89,0.8262,0.7597,0.6753,0.5953,0.5116,0.4387,0.3719,0.3243,0.2652,0.2224,0.1924,0.1534,0.9999999999999996,0.9998999999999996,0.9998999999999992,0.9999999999999992,0.9998999999999996,0.9999999999999996,0.9999999999999996,1.0,0.9999999999999992
150,0.75,1.0,1.0,1.0,0.9998,0.9997,0.9996,0.9995,0.9991,0.9988,0.9975,0.9963,0.996,0.9928,0.9921,0.9857,1.0,0.9908,0.9766,0.9394,0.8966,0.8368,0.7708,0.6894,0.61,0.5266,0.452,0.3852,0.3371,0.2794,0.2316,0.2022,0.1616,0.9999999999999996,0.9998999999999996,0.9998999999999992,0.9999999999999992,0.9998999999999996,0.9999999999999996,0.9999999999999996,1.0,0.9999999999999992
151,0.755,1.0,1.0,1.0,0.9998,0.9997,0.9997,0.9996,0.9992,0.999,0.9981,0.9968,0.9968,0.9936,0.9933,0.9868,1.0,0.9919,0.9787,0.9446,0.9036,0.8459,0.7838,0.7055,0.6269,0.5466,0.4681,0.4017,0.3528,0.2928,0.2446,0.2136,0.1715,0.9999999999999996,0.9998999999999996,0.9998999999999992,0.9999999999999992,0.9998999999999996,0.9999999999999996,0.9999999999999996,1.0,0.9999999999999992
152,0.76,1.0,1.0,1.0,0.9998,0.9998,0.9997,0.9997,0.9993,0.999,0.9984,0.9972,0.9974,0.994,0.9944,0.9883,1.0,0.9924,0.9799,0.948,0.9099,0.8546,0.7935,0.7197,0.6421,0.563,0.4851,0.4168,0.3659,0.3067,0.2541,0.225,0.1813,0.9999999999999996,0.9998999999999996,0.9998999999999992,0.9999999999999992,0.9998999999999996,0.9999999999999996,0.9999999999999996,1.0,0.9999999999999992
153,0.765,1.0,1.0,1.0,0.9998,0.9999,0.9997,0.9998,0.9994,0.999,0.9988,0.9975,0.9979,0.9948,0.9953,0.9895,1.0,0.9932,0.982,0.9515,0.9159,0.8638,0.8038,0.7338,0.659,0.578,0.5003,0.4339,0.381,0.3195,0.2671,0.237,0.1906,0.9999999999999996,0.9998999999999996,0.9998999999999992,0.9999999999999992,0.9999999999999996,0.9999999999999996,0.9999999999999996,1.0,0.9999999999999992
154,0.77,1.0,1.0,1.0,0.9998,0.9999,0.9998,0.9998,0.9996,0.9991,0.9988,0.9978,0.9981,0.9954,0.996,0.9905,1.0,0.9937,0.9836,0.9552,0.9226,0.8738,0.8152,0.7459,0.6714,0.5923,0.5149,0.45,0.3968,0.3333,0.2803,0.2475,0.2027,0.9999999999999996,0.9998999999999996,0.9998999999999992,0.9999999999999992,0.9999999999999996,0.9999999999999996,0.9999999999999996,1.0,0.9999999999999992
155,0.775,1.0,1.0,1.0,0.9999,0.9999,0.9999,0.9998,0.9996,0.9992,0.9989,0.998,0.9982,0.9961,0.9961,0.9915,1.0,0.9946,0.9848,0.958,0.9276,0.8827,0.8247,0.7577,0.6852,0.6092,0.5324,0.4654,0.4106,0.3472,0.2928,0.2599,0.2125,0.9999999999999996,0.9998999999999996,0.9998999999999992,0.9999999999999992,0.9999999999999996,0.9999999999999996,0.9999999999999996,1.0,0.9999999999999992
156,0.78,1.0,1.0,1.0,1.0,0.9999,0.9999,0.9998,0.9996,0.9993,0.9992,0.9983,0.9986,0.9967,0.9967,0.9926,1.0,0.9952,0.9863,0.9616,0.9332,0.8911,0.8344,0.7687,0.6988,0.6247,0.5461,0.4853,0.4265,0.3615,0.3095,0.2719,0.2239,0.9999999999999996,0.9998999999999996,0.9998999999999992,0.9999999999999992,0.9999999999999996,0.9999999999999996,0.9999999999999996,1.0,0.9999999999999992
157,0.785,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,0.9997,0.9996,0.9994,0.9987,0.9988,0.9973,0.997,0.9938,1.0,0.9956,0.9876,0.9655,0.9372,0.8974,0.8444,0.7805,0.7112,0.6388,0.561,0.501,0.4429,0.3771,0.3225,0.2864,0.2373,0.9999999999999996,0.9998999999999996,0.9998999999999992,0.9999999999999992,0.9999999999999996,0.9999999999999996,0.9999999999999996,1.0,0.9999999999999992
158,0.79,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,0.9999,0.9996,0.9994,0.9988,0.9989,0.9975,0.9971,0.9947,1.0,0.996,0.9886,0.9686,0.9421,0.9045,0.8537,0.7921,0.7252,0.6548,0.5786,0.5152,0.4596,0.3925,0.3357,0.2999,0.2495,0.9999999999999996,0.9999999999999994,0.9998999999999992,0.9999999999999992,0.9999999999999996,0.9999999999999996,0.9999999999999996,1.0,0.9999999999999992
159,0.795,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,0.9997,0.9995,0.9989,0.999,0.9977,0.998,0.9961,1.0,0.9963,0.9899,0.9719,0.9473,0.9124,0.8647,0.8061,0.7418,0.6729,0.5963,0.5362,0.4809,0.411,0.3542,0.3179,0.2652,0.9999999999999996,0.9999999999999994,0.9998999999999992,0.9999999999999992,0.9999999999999996,0.9999999999999996,0.9999999999999996,1.0,0.9999999999999992
160,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,0.9997,0.9996,0.9991,0.9991,0.998,0.9985,0.9969,1.0,0.9965,0.9911,0.9753,0.952,0.9194,0.8745,0.818,0.7553,0.6889,0.6129,0.5532,0.4957,0.4255,0.368,0.3322,0.2794,0.9999999999999996,0.9999999999999994,0.9998999999999992,0.9999999999999992,0.9999999999999996,0.9999999999999996,0.9999999999999996,1.0,0.9999999999999992
161,0.805,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,0.9998,0.9998,0.9992,0.9991,0.9981,0.9989,0.9971,1.0,0.9967,0.992,0.9776,0.9573,0.9262,0.8827,0.8294,0.77,0.7052,0.6297,0.5722,0.5146,0.442,0.3839,0.3486,0.2965,0.9999999999999996,0.9999999999999994,0.9998999999999992,0.9999999999999992,0.9999999999999996,0.9999999999999996,0.9999999999999996,1.0,0.9999999999999992
162,0.81,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,0.9998,0.9998,0.9995,0.9992,0.9983,0.9991,0.9977,1.0,0.9971,0.9927,0.9793,0.9612,0.9312,0.892,0.8412,0.7857,0.7201,0.6455,0.5892,0.5315,0.4569,0.4009,0.3654,0.313,0.9999999999999996,0.9999999999999994,0.9998999999999992,0.9999999999999992,0.9999999999999996,0.9999999999999996,0.9999999999999996,1.0,0.9999999999999992
